order_id,order_date,region,customer_segment,product_category,product_name,quantity,unit_price,discount,revenue
ORD-00270,2024-12-24,East,Consumer,Furniture,Office Chair,1,120.0,0.0,120.0
ORD-00219,2024-12-25,East,Consumer,Office Supplies,Desk Organizer,7,12.0,0.0,84.0
ORD-00361,2024-12-25,West,Small Business,Apparel,T-Shirt,3,15.0,0.0,45.0
ORD-00404,2024-12-25,South,Corporate,Apparel,Jacket,3,60.0,0.0,180.0
ORD-00593,2024-12-25,East,Small Business,Electronics,Wireless Mouse,3,18.0,0.05,51.3
ORD-00371,2024-12-26,South,Consumer,Office Supplies,Printer Paper,1,8.0,0.2,6.4
ORD-00412,2024-12-26,West,Consumer,Electronics,Webcam,2,55.0,0.15,93.5
ORD-00149,2024-12-27,West,Consumer,Apparel,Hoodie,6,35.0,0.15,178.5
ORD-00534,2024-12-27,East,Corporate,Office Supplies,Desk Organizer,7,12.0,0.0,84.0
ORD-00279,2024-12-28,North,Consumer,Electronics,USB-C Hub,2,32.0,0.0,64.0
ORD-00238,2024-12-28,East,Consumer,Office Supplies,Notebook Pack,5,6.5,0.0,32.5
ORD-00158,2024-12-29,East,Corporate,Furniture,Standing Desk,1,260.0,0.0,260.0
ORD-00175,2024-12-29,South,Small Business,Furniture,Desk Lamp,7,22.0,0.15,130.9
ORD-00207,2024-12-30,North,Consumer,Apparel,Cap,3,10.0,0.0,30.0
ORD-00122,2024-12-30,East,Consumer,Furniture,Desk Lamp,2,22.0,0.1,39.6
